KiDS_ID,RA,DEC,Grade,Method,Recovered_known
J220547.754-294904.52,331.448978,-29.817923,C,NN,False
J220632.488-322157.54,331.635367,-32.365984,C,NN,False
J220728.317-324409.62,331.867988,-32.736008,C,NN,False
J220918.296-330838.74,332.326235,-33.144096,C,NN,False
J220956.825-265125.41,332.486773,-26.85706,C,NN,False
J221039.386-281741.13,332.66411,-28.294761,C,NN,False
J221110.325-282305.90,332.793022,-28.384974,C,NN,False
J221110.622-282306.14,332.794262,-28.38504,C,NN,False
J221137.086-344017.70,332.904525,-34.671586,C,NN,False
J221246.688-300420.18,333.194536,-30.072273,C,NN,False
J221316.199-285946.89,333.317497,-28.996359,C,AL,False
J221325.674-285513.46,333.356976,-28.920407,C,AL,False
J221641.496-295630.20,334.1729,-29.941724,C,NN,False
J221740.678-284312.39,334.419495,-28.720109,C,AL,False
J221812.855-274653.21,334.553564,-27.781448,C,AL+NN,False
J221816.934-265250.52,334.57056,-26.8807,C,NN,False
J221836.238-330617.74,334.650994,-33.104929,C,NN,False
J221855.580-323904.32,334.731584,-32.651201,C,NN,False
J221957.030-292131.31,334.987627,-29.358698,C,AL+NN,False
J222004.738-291333.07,335.019745,-29.225854,C,AL,False
J222044.263-275107.80,335.184433,-27.852167,C,NN,False
J222059.184-313703.71,335.246603,-31.6177,C,NN,False
J222155.169-333103.83,335.479873,-33.517733,C,AL,False
J222156.665-305845.01,335.486106,-30.979172,C,NN,False
J222300.838-351622.46,335.753495,-35.272908,C,NN,False
J222301.466-282702.03,335.75611,-28.450564,C,NN,False
J222321.747-344429.15,335.840614,-34.741433,C,AL,False
J222339.997-344600.27,335.916656,-34.766742,C,NN,False
J222358.170-290121.11,335.992379,-29.022531,C,NN,False
J222420.089-275030.34,336.083708,-27.841762,C,AL+NN,False
J222442.610-281742.19,336.177542,-28.295053,C,AL+NN,False
J222444.054-302534.95,336.183562,-30.426377,C,NN,False
J222505.901-333131.91,336.274589,-33.525532,C,AL+NN,False
J222549.651-312638.39,336.456881,-31.443999,C,NN,False
J222556.735-344051.52,336.486398,-34.68098,C,NN,False
J222607.829-282028.60,336.532621,-28.341279,C,AL+NN,False
J222637.244-284959.48,336.655185,-28.833189,C,NN,False
J222720.158-341311.79,336.833992,-34.219944,C,NN,False
J222736.140-331555.82,336.900585,-33.265508,C,NN,False
J222736.588-315435.65,336.902454,-31.909904,C,NN,False
J222744.632-351919.41,336.93597,-35.322061,C,AL+NN,False
J222755.523-324206.55,336.981346,-32.70182,C,AL+NN,False
J222756.169-315751.19,336.984038,-31.96422,C,NN,False
J222830.286-300201.69,337.126192,-30.033803,C,NN,False
J222914.891-290541.66,337.312047,-29.094906,C,AL+NN,False
J222916.835-304349.71,337.320147,-30.730476,C,NN,False
J222918.816-290656.23,337.328403,-29.115622,C,NN,False
J222922.605-303716.04,337.344189,-30.621125,C,AL+NN,False
J223020.322-280530.78,337.584679,-28.091885,C,NN,False
J223050.141-285304.34,337.708922,-28.88454,C,NN,False
J223058.537-291024.31,337.743905,-29.173421,C,NN,False
J223110.298-292646.10,337.792911,-29.446139,C,NN,False
J223128.734-294624.24,337.869726,-29.773402,C,NN,False
J223155.750-284128.15,337.982295,-28.691155,C,NN,False
J223214.160-274842.51,338.059004,-27.811811,C,NN,False
J223234.002-280841.97,338.141675,-28.144992,C,NN,False
J223323.069-344649.76,338.346124,-34.780489,C,NN,False
J223344.112-290045.05,338.433801,-29.012514,C,NN,False
J223437.681-352336.87,338.657007,-35.393576,C,NN,False
J223524.117-283049.93,338.850488,-28.513871,C,NN,False
J223559.976-305844.17,338.999901,-30.978937,C,NN,False
J223754.406-281415.12,339.476694,-28.237534,C,NN,False
J223754.539-281829.53,339.477249,-28.308204,C,NN,False
J223843.419-340623.09,339.680914,-34.106414,C,AL+NN,False
J223947.778-341011.84,339.949077,-34.169956,C,AL,False
J224029.645-303533.23,340.123521,-30.592566,C,NN,False
J224045.841-290144.35,340.191008,-29.028987,C,AL+NN,False
J224450.224-291745.12,341.20927,-29.295867,C,NN,False
J224632.158-350056.28,341.633992,-35.015634,C,NN,False
J224647.975-314448.22,341.699898,-31.746729,C,AL+NN,False
J224749.816-352210.89,341.957567,-35.369692,C,NN,False
J224750.395-313245.83,341.959983,-31.546066,C,AL+NN,False
J224912.526-340921.00,342.302193,-34.155834,C,NN,False
J224933.434-324610.97,342.389309,-32.769714,C,NN,False
J225001.322-333910.70,342.505511,-33.652975,C,NN,False
J225002.138-334408.62,342.508912,-33.735729,C,NN,False
J225105.734-275525.66,342.773892,-27.923797,C,NN,False
J225206.810-283426.53,343.028376,-28.574038,C,NN,False
J225233.736-280140.40,343.140569,-28.027891,C,NN,False
J225252.401-332148.70,343.21834,-33.36353,C,NN,False
J225301.416-302010.79,343.255902,-30.336333,C,NN,False
J225313.345-341920.85,343.305606,-34.322459,C,NN,False
J225336.255-352918.15,343.401065,-35.488377,C,AL,False
J225342.161-312508.17,343.425673,-31.418938,C,NN,False
J225349.750-335927.15,343.457293,-33.990877,C,NN,False
J225403.090-334721.80,343.512876,-33.789389,C,AL+NN,False
J225428.790-351811.80,343.61996,-35.30328,C,NN,False
J225539.106-312217.83,343.912943,-31.37162,C,NN,False
J225658.911-332745.11,344.245464,-33.462531,C,NN,False
J225701.369-322158.44,344.255706,-32.366235,C,NN,False
J225838.840-301326.02,344.661835,-30.223897,C,NN,False
J230101.417-333015.72,345.255907,-33.504368,C,NN,False
J230106.666-313503.92,345.277778,-31.584425,C,NN,False
J230131.342-351556.26,345.380592,-35.265628,C,AL,False
J230137.459-291421.67,345.406082,-29.239354,C,NN,False
J230224.659-335001.59,345.602746,-33.833775,C,NN,False
J230232.498-322604.28,345.635409,-32.434524,C,NN,False
J230238.552-335918.49,345.660634,-33.988471,C,NN,False
J230412.099-300952.43,346.050414,-30.164564,C,AL+NN,False
J230421.269-335230.50,346.088622,-33.875141,C,NN,False
J230449.500-292810.85,346.20625,-29.469683,C,NN,False
J230558.824-280141.52,346.495104,-28.028202,C,NN,False
J230558.909-280139.64,346.495455,-28.02768,C,NN,False
J230615.258-280536.83,346.563577,-28.093565,C,NN,False
J230621.751-335937.99,346.590632,-33.993887,C,NN,False
J230715.537-322753.84,346.814741,-32.464957,C,AL,False
J230822.605-284343.21,347.094188,-28.72867,C,AL,False
J230831.373-305949.16,347.130721,-30.996991,C,NN,False
J230833.072-344632.57,347.137801,-34.775714,C,NN,False
J231000.768-330702.75,347.503202,-33.117431,C,NN,False
J231034.864-285329.78,347.645268,-28.891607,C,NN,False
J231123.952-335259.73,347.849804,-33.88326,C,NN,False
J231211.638-321040.19,348.048493,-32.177833,C,AL+NN,False
J231243.837-283344.59,348.182657,-28.562388,C,NN,False
J231321.608-335810.08,348.340034,-33.969469,C,NN,False
J231344.644-314959.41,348.436017,-31.833172,C,AL+NN,False
J231449.697-295153.86,348.707073,-29.864963,C,NN,False
J231453.678-324651.83,348.72366,-32.781064,C,NN,False
J231632.025-333246.80,349.133439,-33.546335,C,NN,False
J231651.967-294753.31,349.216533,-29.798144,C,NN,False
J231735.157-293116.17,349.396489,-29.521161,C,NN,False
J231742.958-334340.81,349.428994,-33.728004,C,AL+NN,False
J231823.929-331029.15,349.599707,-33.174765,C,NN,False
J231907.973-293115.45,349.783223,-29.52096,C,NN,False
J231917.469-285953.78,349.82279,-28.998275,C,NN,False
J232034.924-341216.79,350.145519,-34.204664,C,NN,False
J232045.438-302440.57,350.189326,-30.41127,C,NN,False
J232128.815-284527.17,350.370063,-28.757548,C,NN,False
J232155.574-315008.96,350.481559,-31.835824,C,NN,False
J232319.548-281107.11,350.831452,-28.185309,C,NN,False
J232327.867-320216.27,350.866116,-32.037855,C,NN,False
J232345.152-275550.92,350.938135,-27.930813,C,NN,False
J232404.618-321559.01,351.019245,-32.266392,C,NN,False
J232410.635-291042.35,351.044313,-29.178433,C,NN,False
J232411.679-320847.71,351.048665,-32.146588,C,NN,False
J232429.147-311237.82,351.121449,-31.210508,C,NN,False
J232436.077-281245.48,351.150325,-28.212634,C,NN,False
J232451.138-323007.00,351.213076,-32.501945,C,NN,False
J232649.096-302131.67,351.704569,-30.3588,C,NN,False
J232702.071-313249.44,351.758632,-31.547069,C,NN,False
J232732.716-312813.78,351.886318,-31.470496,C,NN,False
J232738.611-274446.82,351.910883,-27.746341,C,NN,False
J232824.424-274719.78,352.10177,-27.788828,C,NN,False
J232841.151-341923.20,352.171464,-34.323112,C,NN,False
J232915.461-332409.48,352.314421,-33.402635,C,NN,False
J232935.306-313319.94,352.397112,-31.555541,C,NN,False
J232959.002-280241.22,352.495844,-28.044784,C,NN,False
J233027.010-345625.45,352.612542,-34.940404,C,NN,False
J233034.034-332544.05,352.641812,-33.428905,C,NN,False
J233034.054-283722.01,352.641893,-28.622783,C,NN,False
J233046.298-282100.81,352.692912,-28.350226,C,NN,False
J233054.106-305440.65,352.725445,-30.911294,C,NN,False
J233157.197-343304.36,352.988324,-34.551212,C,AL,False
J233239.846-332328.96,353.166027,-33.39138,C,NN,False
J233249.097-322803.20,353.204574,-32.467558,C,AL+NN,False
J233401.150-342505.15,353.504795,-34.418099,C,AL+NN,False
J233434.177-275919.40,353.642406,-27.988723,C,NN,False
J233439.077-310506.21,353.662824,-31.085061,C,NN,False
J233443.051-325506.70,353.679381,-32.91853,C,NN,False
J233445.983-343814.99,353.691597,-34.637498,C,AL,False
J233501.191-335744.85,353.754963,-33.96246,C,NN,False
J233506.537-311852.29,353.777238,-31.314527,C,NN,False
J233620.609-325008.43,354.085874,-32.835677,C,NN,False
J233629.102-312559.84,354.121262,-31.433291,C,NN,False
J233718.781-303048.70,354.328256,-30.513528,C,NN,False
J233803.118-352835.99,354.512993,-35.476664,C,NN,False
J233843.439-333012.96,354.680997,-33.503601,C,AL+NN,False
J233845.825-310259.55,354.690941,-31.049877,C,NN,False
J233902.421-341951.49,354.76009,-34.330972,C,NN,False
J233956.522-315815.57,354.985509,-31.970994,C,NN,False
J233958.644-300857.81,354.994352,-30.149393,C,NN,False
J234010.366-304257.88,355.043193,-30.716078,C,NN,False
J234010.487-304256.61,355.043698,-30.715726,C,NN,False
J234017.041-320821.22,355.071008,-32.13923,C,AL,False
J234021.277-312705.68,355.088658,-31.45158,C,NN,False
J234053.080-340946.09,355.221169,-34.162803,C,AL,False
J234102.131-323535.82,355.258881,-32.593284,C,AL+NN,False
J234130.899-330412.47,355.378748,-33.070133,C,AL+NN,False
J234137.929-302328.49,355.408039,-30.391249,C,NN,False
J234146.648-301054.18,355.444368,-30.181719,C,NN,False
J234227.090-320607.60,355.612877,-32.102112,C,NN,False
J234341.284-295707.48,355.922019,-29.95208,C,NN,False
J234359.742-331304.42,355.998927,-33.217896,C,NN,False
J234409.536-312704.74,356.039736,-31.451317,C,NN,False
J234438.405-343248.71,356.160023,-34.546865,C,NN,False
J234449.773-305518.08,356.207389,-30.921691,C,NN,False
J234519.411-334101.82,356.330881,-33.683841,C,NN,False
J234628.064-321830.54,356.616934,-32.308484,C,AL,False
J234658.631-335746.26,356.744297,-33.962851,C,AL,False
J234700.141-305633.99,356.750588,-30.942776,C,NN,False
J234800.374-335908.33,357.00156,-33.985648,C,NN,False
J234801.347-304446.61,357.005613,-30.746282,C,NN,False
J234830.004-352726.93,357.125018,-35.457481,C,NN,False
J234909.161-334111.31,357.288174,-33.686476,C,NN,False
J235057.617-342455.91,357.740074,-34.415532,C,NN,True
J235103.333-313621.76,357.763888,-31.606046,C,AL+NN,False
J235216.290-322330.32,358.067879,-32.391757,C,NN,False
J235255.478-291728.16,358.23116,-29.291158,C,NN,True
J235302.933-284311.53,358.262223,-28.71987,C,NN,False
J235326.450-283103.95,358.360211,-28.517765,C,NN,False
J235348.629-303742.89,358.452621,-30.628583,C,NN,False
J235407.582-320859.49,358.531592,-32.149859,C,AL,False
J235423.822-345457.05,358.59926,-34.915848,C,NN,False
J235506.056-351809.09,358.775236,-35.302525,C,AL+NN,False
J235510.118-330820.53,358.792159,-33.139038,C,NN,False
J235621.349-323907.62,359.088955,-32.652119,C,NN,False
J235621.920-281107.80,359.091337,-28.185501,C,NN,False
J235808.994-341849.26,359.537479,-34.313684,C,NN,False
J235821.389-352842.09,359.589121,-35.478361,C,NN,False
J235821.448-352839.78,359.589369,-35.477718,C,NN,False
J235828.322-324655.45,359.618012,-32.782071,C,NN,False
J235859.814-284301.77,359.749226,-28.71716,C,NN,False
